organization,country_firm
Endura,Switzerland
Era Watch Company,Switzerland
Ex Libris,Switzerland
Expert,Switzerland
Feldschlösschen,Switzerland
Ferdinand Steck Maschinenfabrik,Switzerland
Firmenich,Switzerland
Flug- und Fahrzeugwerke Altenrhein,Switzerland
Frédérique Constant,Switzerland
gategroup,Switzerland
Geberit,Switzerland
Georg Fischer,Switzerland
Girard-Perregaux,Switzerland
Givaudan,Switzerland
Glass's Guide,Switzerland
Glencore,Switzerland
Globus,Switzerland
Greubel Forsey,Switzerland
Gunvor,Switzerland
Habib Bank AG Zurich,Switzerland
Hamilton,Switzerland
Heliswiss,Switzerland
Helvetic Airways,Switzerland
Hoffmann-La Roche,Switzerland
HSBC Private Bank,Switzerland
Hublot,Switzerland
Implenia,Switzerland
Intamin,Switzerland
Interhandel,Switzerland
International Watch Company,Switzerland
IQAir,Switzerland
Jaeger-LeCoultre,Switzerland
Japan Tobacco International,Switzerland
Jet Aviation,Switzerland
Jowissa,Switzerland
Jucker Farm,Switzerland
Julius Baer Group,Switzerland
Kempinski,Switzerland
Knie's Kinderzoo,Switzerland
Kudelski Group,Switzerland
Kuehne + Nagel,Switzerland
Kuoni Travel,Switzerland
LafargeHolcim,Switzerland
Leica Geosystems,Switzerland
Liebherr Group,Switzerland
Limmattaler Zeitung,Switzerland
Lindt & Sprüngli,Switzerland
Lions Air,Switzerland
Logitech,Switzerland
Lombard Odier & Cie,Switzerland
Longines,Switzerland
Lonza Group,Switzerland
Luftseilbahn Adliswil-Felsenegg,Switzerland
Maggi,Switzerland
Manor,Switzerland
Maurice Lacroix,Switzerland
MB&F,Switzerland
mb-microtec,Switzerland
Mediterranean Shipping Company,Switzerland
Mercuria Energy Group,Switzerland
Métro Lausanne–Ouchy,Switzerland
Mettler Toledo,Switzerland
Mido,Switzerland
Migros,Switzerland
Mövenpick Hotels & Resorts,Switzerland
MSC Cruises,Switzerland
Nestlé,Switzerland
Nobel Biocare,Switzerland
Nord Stream AG,Switzerland
Novartis,Switzerland
Obersee Nachrichten,Switzerland
OC Oerlikon,Switzerland
Omega SA,Switzerland
Oscilloquartz,Switzerland
Panalpina,Switzerland
Patek Philippe & Co.,Switzerland
Pelikan,Switzerland
Piaget SA,Switzerland
Pilatus Aircraft,Switzerland
PLATIT,Switzerland
PrivatAir,Switzerland
Radio Zürisee,Switzerland
Rado,Switzerland
Rehau Group,Switzerland
Repower,Switzerland
Richemont,Switzerland
Rieter,Switzerland
Ringier,Switzerland
Rivella,Switzerland
Roger Dubuis,Switzerland
Rolex,Switzerland
RosUkrEnergo,Switzerland
Rotpunktverlag,Switzerland
SAPAL,Switzerland
Saurer,Switzerland
Schindler Group,Switzerland
Sig Holding AG,Switzerland
Securitas,Switzerland
Selecta,Switzerland
Serono,Switzerland
Sersa Group,Switzerland
SGS S.A.,Switzerland
Sigg,Switzerland
Sihltal Zürich Uetliberg Bahn,Switzerland
Sika AG,Switzerland
Sinitus,Switzerland
SITA,Switzerland
SkyWork Airlines,Switzerland
Sonova,Switzerland
ST-Ericsson,Switzerland
Stadler Rail,Switzerland
Stäubli,Switzerland
STMicroelectronics,Switzerland
Südostbahn,Switzerland
Sulzer,Switzerland
Sunrise Communications AG,Switzerland
Sunstar Group,Switzerland
Suva,Switzerland
Swatch,Switzerland
Swiss Bank Corporation,Switzerland
SBB-CFF-FFS,Switzerland
SwissGear,Switzerland
Swiss Global Air Lines (SWISS),Switzerland
Swiss International Air Lines (SWISS),Switzerland
Swiss Life,Switzerland
Swiss National Bank,Switzerland
Swiss Private Aviation,Switzerland
Swiss Re,Switzerland
Swissair,Switzerland
Swisscom,Switzerland
Swissport,Switzerland
Syngenta,Switzerland
TAG Heuer,Switzerland
Tamedia,Switzerland
TE Connectivity,Switzerland
Tecan,Switzerland
Tetra Pak,Switzerland
The Adecco Group,Switzerland
The Pictet Group,Switzerland
The Swatch Group,Switzerland
Tissot,Switzerland
Trafigura,Switzerland
Transocean,Switzerland
Trisa,Switzerland
u-blox,Switzerland
UBS,Switzerland
Ulysse Nardin,Switzerland
UPC Switzerland,Switzerland
Uster Technologies,Switzerland
Vacheron Constantin,Switzerland
Victorinox,Switzerland
Vitol,Switzerland
Von Roll,Switzerland
Walter Verlag,Switzerland
Waltham International SA,Switzerland
Weatherford International,Switzerland
Weleda,Switzerland
Wenger,Switzerland
Winterthur Group,Switzerland
Xstrata,Switzerland
Zenith,Switzerland
Zephyr Surgical Implants,Switzerland
Zimex Aviation,Switzerland
Zürcher Oberländer,Switzerland
Zurich Insurance Group,Switzerland
Zürichsee-Schifffahrtsgesellschaft,Switzerland
Zürichsee-Zeitung,Switzerland
33m2,Ukraine
Aeros,Ukraine
Antonov,Ukraine
APEKS-BANK,Ukraine
ASKA Insurance Company,Ukraine
ATB-Market,Ukraine
Azovstal Iron and Steel Works,Ukraine
Berdichev machine-building plant,Ukraine
BG Capital,Ukraine
Bogdan group,Ukraine
Central Iron Ore Enrichment Works,Ukraine
Chumak,Ukraine
DTEK,Ukraine
EKTA,Ukraine
EpiCentre K,Ukraine
ESTA Holding,Ukraine
Ferrexpo,Ukraine
FOM-Ukraine,Ukraine
Fozzy Group,Ukraine
Galnaftogaz,Ukraine
Holography Ltd.,Ukraine
Industrial Union of Donbas,Ukraine
Ingulets Iron Ore Enrichment Works,Ukraine
Interpipe Group,Ukraine
InvestUkraine,Ukraine
KDD Group,Ukraine
Kyiv Roshen Factory,Ukraine
KrAZ,Ukraine
Kryukiv Railway Car Building Works,Ukraine
Kryvorizhstal,Ukraine
Kuznya na Rybalskomu,Ukraine
Kyivstar,Ukraine
Metinvest,Ukraine
MHP,Ukraine
Motor Sich,Ukraine
Naftogaz,Ukraine
Nemiroff,Ukraine
Nibulon,Ukraine
Novokramatorsky Mashinostroitelny Zavod,Ukraine
Obolon,Ukraine
Oschadbank,Ukraine
Ostchem Holding,Ukraine
PrivatBank,Ukraine
Roshen,Ukraine
SCM Holdings,Ukraine
Ukraine International Airlines,Ukraine
Ukrainian Automobile Corporation,Ukraine
Ukrainian Railways,Ukraine
Ukrnafta,Ukraine
Ukrspetsexport,Ukraine
Ukrtatnafta,Ukraine
Ukrtelecom,Ukraine
WOG,Ukraine
Yuzhmash,Ukraine
Zaporizhstal,Ukraine
ZAZ,Ukraine
Aabar Investments, United Arab Emirates
Abu Dhabi Aviation, United Arab Emirates
Abu Dhabi Commercial Bank, United Arab Emirates
Abu Dhabi Islamic Bank, United Arab Emirates
ADNOC Gas Processing, United Arab Emirates
Abu Dhabi Media, United Arab Emirates
Abu Dhabi National Energy Company (TAQA), United Arab Emirates
Abu Dhabi National Hotels, United Arab Emirates
Abu Dhabi National Oil Company (ADNOC), United Arab Emirates
Abu Dhabi Ports Company (ADPC), United Arab Emirates
Air Arabia, United Arab Emirates
Al Dahra Agricultural Company, United Arab Emirates
Al Ghurair Group, United Arab Emirates
Al Tayer Group, United Arab Emirates
Aldar Properties, United Arab Emirates
Alpha Data, United Arab Emirates
Arab Center for Consultancy & Economic Studies, United Arab Emirates
Aramex, United Arab Emirates
Armada Group, United Arab Emirates
Dana Gas, United Arab Emirates
Dar Al Khaleej Printing and Publishing, United Arab Emirates
du, United Arab Emirates
Dubai Bank, United Arab Emirates
Dubai Financial Market, United Arab Emirates
Dubai Holding, United Arab Emirates
Dubai Islamic Bank, United Arab Emirates
Dubai Media Incorporated, United Arab Emirates
DP World, United Arab Emirates
Easa Saleh Al Gurg Group LLC, United Arab Emirates
Edutech, United Arab Emirates
Emaar Properties, United Arab Emirates
Emirates, United Arab Emirates
Emirates Global Aluminium, United Arab Emirates
Emirates Trading Agency, United Arab Emirates
Etihad Airways, United Arab Emirates
Etisalat, United Arab Emirates
First Gulf Bank, United Arab Emirates
Information Systems Associates FZE, United Arab Emirates
Julphar, United Arab Emirates
Jumeirah Group, United Arab Emirates
Liwa Chemicals, United Arab Emirates
Mashreqbank, United Arab Emirates
Nakheel Properties, United Arab Emirates
National Bank of Abu Dhabi, United Arab Emirates
National Bank of Dubai, United Arab Emirates
NewBoy, United Arab Emirates
Noor Islamic Bank, United Arab Emirates
Noor Takaful, United Arab Emirates
RAKBANK, United Arab Emirates
Sharjah Islamic Bank, United Arab Emirates
SHUAA Capital, United Arab Emirates
Souq.com, United Arab Emirates
Sorouh Real Estate, United Arab Emirates
Spacetoon, United Arab Emirates
Tamweel, United Arab Emirates
The Emirates Group, United Arab Emirates
Thuraya, United Arab Emirates
AL TASAWUR FIRE & SECURITY LLC, United Arab Emirates
Unibeton Ready Mix, United Arab Emirates
Union National Bank, United Arab Emirates
Warid Telecom, United Arab Emirates
Air Mekong,Vietnam
Appota Corporation,Vietnam
Asia Commercial Bank (ACB),Vietnam
Bank for Investment and Development of Vietnam (BIDV),Vietnam
Bao Viet Holdings,Vietnam
Bidiphar,Vietnam
Bien Hoa Sugar,Vietnam
Bien Viet Securities,Vietnam
Binh Minh Plastic,Vietnam
Casumina,Vietnam
Central Service Flight Company,Vietnam
Cuulong Fish,Vietnam
Đại Cát Tường,Vietnam
FPT Group,Vietnam
Gmobile,Vietnam
Habeco,Vietnam
Hai Au Paper,Vietnam
Hai Ha Confectionery,Vietnam
Hanoi Radio Television,Vietnam
Hanoimilk,Vietnam
Highlands Coffee,Vietnam
Hoa Cam Concrete,Vietnam
Hoang Anh Gia Lai Group,Vietnam
Hue Beer,Vietnam
Indochina Airlines,Vietnam
Khaisilk,Vietnam
Kim Dong Publishing House,Vietnam
Kinh Do Corporation,Vietnam
LienVietPostBank,Vietnam
Mekong Capital,Vietnam
MobiFone,Vietnam
Nafovanny,Vietnam
Northern Vietnam Helicopter Company,Vietnam
Orient Commercial Joint Stock Bank,Vietnam
Pacific Airlines,Vietnam
Petrolimex,Vietnam
Petrolimex Gas,Vietnam
Petrovietnam,Vietnam
PetroVietnam Finance Corporation,Vietnam
PetroVietnam Insurance,Vietnam
Phu My Hung Corporation,Vietnam
Phu Phong Glass Joint Stock Company,Vietnam
Phuoc Sang Films,Vietnam
PJICO,Vietnam
Sabeco Brewery,Vietnam
Sara Vietnam,Vietnam
Savimex,Vietnam
S-Fone,Vietnam
Southern Seed,Vietnam
Southern Service Flight Company,Vietnam
Tan Tao Group,Vietnam
Thế Giới Publishers,Vietnam
TMA Solutions,Vietnam
Tre Publishing House,Vietnam
Trung Nguyên,Vietnam
TVM Comics,Vietnam
Vietcombank,Vietnam
Vietinbank,Vietnam
VietJet Air,Vietnam
Vietnam Air Services Company,Vietnam
Vietnam Airlines,Vietnam
Vietnam Asset Management,Vietnam
Vietnam Bank for Agriculture and Rural Development,Vietnam
Vietnam Electricity,Vietnam
Vietnam Helicopter Corporation,Vietnam
Vietnam Multimedia Corporation,Vietnam
Vietnam Petroleum Institute,Vietnam
Vietnam Posts and Telecommunications Group (VNPT),Vietnam
Vietnam Railways,Vietnam
Vietnamobile,Vietnam
Vietsovpetro,Vietnam
Viettel,Vietnam
Viglacera Corporation,Vietnam
Vinacafe,Vietnam
Vinacomin,Vietnam
Vinamilk,Vietnam
Vinaphone,Vietnam
Vinare,Vietnam
Vinatex,Vietnam
Vinavico Group,Vietnam
VNG Corporation,Vietnam
World Auto,Vietnam
Adallom,Israel
AdExtent,Israel
Aeronautics Defense Systems,Israel
Africa Israel Investments,Israel
Ahava,Israel
Aladdin Knowledge Systems,Israel
Allot Communications,Israel
Alvarion,Israel
Am Oved,Israel
Amdocs,Israel
"Amit, Pollak, Matalon & Co.",Israel
Anobit,Israel
Apple Inc.,Israel
Answers Corporation,Israel
Any.do,Israel
Arava Power Company,Israel
Aroma Espresso Bar,Israel
AudioCodes,Israel
Automotive Industries,Israel
Azrieli Group,Israel
Babylon,Israel
"Balter, Guth, Aloni & Co.",Israel
Bank Hapoalim,Israel
Bank Leumi,Israel
Bank Mizrahi-Tefahot,Israel
Bank Otsar Ha-Hayal,Israel
Barkan Mounts,Israel
Better Place,Israel
Bezeq,Israel
BigBand Networks,Israel
BioLineRx,Israel
Brainsway,Israel
BUL Transmark,Israel
Burgeranch,Israel
Caesarstone Sdot-Yam,Israel
Café Café,Israel
Café Hillel,Israel
CAL Cargo Air Lines,Israel
Carmel Agrexco,Israel
Castro Model,Israel
Cellcom Israel,Israel
Ceragon Networks,Israel
Check Point Software Technologies,Israel
Cimatron,Israel
Clalit Health Services Group,Israel
ClickSoftware Technologies,Israel
Cofix,Israel
Collactive,Israel
Compugen,Israel
Comverse Technology,Israel
Conduit,Israel
CTERA Networks,Israel
Cyber-Ark,Israel
D.B.S. Satellite Services,Israel
Dan Company for Public Transportation,Israel
dbMotion,Israel
Delek Group,Israel
Discount Investment Corporation,Israel
Dori Media Group,Israel
ECI Telecom,Israel
Egged Bus Cooperative,Israel
Eilat Ashkelon Pipeline Company,Israel
El Al Israel Airlines,Israel
Elbit Systems,Israel
Elco Holdings,Israel
Elisra,Israel
Elta,Israel
Enlight Renewable Energy,Israel
eToro,Israel
Exanet,Israel
Expand Networks,Israel
Fermentek,Israel
First International Bank of Israel,Israel
"Fischer, Behar, Chen, Well, Orion & Co.",Israel
Fiverr,Israel
Fox–Wizel,Israel
Freescale Semiconductor,Israel
Frutarom,Israel
Gilat Satellite Networks,Israel
Given Imaging,Israel
Globes,Israel
Golan Heights Winery,Israel
Golan Telecom,Israel
"Goldfarb, Levy, Eran, Meiri & Co.",Israel
Gornitzky & Co.,Israel
GreenSun Energy,Israel
"Gross, Kleinhendler, Hodak, Halevy, Greenberg & Co.",Israel
Haaretz,Israel
Hamashbir Lazarchan,Israel
Hatehof,Israel
"Herzog, Fox & Neeman",Israel
Honigman & Sons,Israel
Hot,Israel
HP Indigo,Israel
HP Scitex,Israel
IBM Israel,Israel
Imi Tami Institute for Research and Development,Israel
Insightec,Israel
IronSource,Israel
ISCAR Metalworking,Israel
Israel Aerospace Industries,Israel
Israel Chemicals,Israel
Israel Corporation,Israel
Israel Diamond Exchange,Israel
Israel Discount Bank,Israel
Israel Electric Corporation,Israel
Israel Military Industries,Israel
Israel Railways,Israel
Israel Shipyards,Israel
Israel Weapon Industries,Israel
Israir,Israel
Issta,Israel
Jacada,Israel
Jerusalem Post,Israel
Kampyle,Israel
Kanaf Arkia,Israel
Kavim,Israel
KCPS Clarity,Israel
Keter Plastic,Israel
Kramer Electronics,Israel
Leaf,Israel
Lili Diamonds,Israel
M. Firon & Co. Advocates & Notaries,Israel
M-Systems,Israel
SanDisk,Israel
Maariv,Israel
Magic Software Enterprises,Israel
Makhteshim Agan,Israel
Mano Maritime,Israel
Mapa,Israel
The Marker,Israel
Maskit,Israel
Max Brenner,Israel
Meitar Liquornik Geva Leshem Tal,Israel
Mer Group,Israel
Mercury Interactive,Israel
Metacafe,Israel
Metrodan Beersheba,Israel
Metropoline,Israel
Mey Eden,Israel
Migdal Insurance and Financial Holdings,Israel
Mind CTI,Israel
MindCite,Israel
Mirabilis,Israel
Mirs Communications,Israel
Mobileye,Israel
Mobilitec,Israel
Moovit,Israel
Motorola Israel,Israel
MyHeritage,Israel
Namogoo,Israel
Naot,Israel
Nativ Express,Israel
NDS Technologies Israel,Israel
Ness Technologies,Israel
Netafim,Israel
NetManage,Israel
Newlog,Israel
Zim,Israel
NICE Systems,Israel
Nilit,Israel
NMC Music,Israel
Objet Geometries,Israel
Ofer Brothers Group,Israel
Orbotech,Israel
Ormat Industries,Israel
Osem,Israel
OverOps,Israel
Panorama Software,Israel
Partner Communications Company,Israel
Paz Oil Company,Israel
Pelephone,Israel
Perion Network,Israel
Perrigo,Israel
Phinergy,Israel
Plasan,Israel
Precise Software,Israel
PrimeSense,Israel
Apple Inc.,Israel
Protalix BioTherapeutics,Israel
Psagot Investment House,Israel
RAD Data Communications,Israel
Rad Group,Israel
Radcom,Israel
Radvision,Israel
Radware,Israel
RADWIN,Israel
RAFAEL Armament Development Authority,Israel
Rami Levy Hashikma Marketing,Israel
Retalix,Israel
Rimon Winery,Israel
Rounds,Israel
S. Horowitz & Co.,Israel
Sano,Israel
Scailex Corporation,Israel
Secret Double Octopus,Israel
Shopping.com,Israel
Shufersal,Israel
SimiGon,Israel
SodaStream,Israel
[1],Israel
SolarEdge,Israel
Solel,Israel
Soltam,Israel
Sonol,Israel
Source Vagabond Systems,Israel
Spacecom,Israel
Steimatzky,Israel
StoreDot,Israel
Strauss-Elite,Israel
Sun D'Or,Israel
Superbus,Israel
SuperPharm,Israel
Tadiran,Israel
Tadiran Telecom,Israel
Takipi,Israel
Tamir Airways,Israel
Tara,Israel
Taro Pharmaceuticals,Israel
Tawkon,Israel
Taykey,Israel
Tecnomatix,Israel
Tel Aviv Stock Exchange,Israel
Tempo Beer Industries,Israel
Teva Naot,Israel
Teva Pharmaceutical Industries,Israel
Tnuva,Israel
VascoDe Technologies,Israel
Verint Systems,Israel
Viber,Israel
VideoCells,Israel
Vigilant Technology,Israel
VocalTec,Israel
Walla!,Israel
Waze,Israel
Wix.com,Israel
Yedioth Ahronoth,Israel
Yehuda Matzos,Israel
Yigal Arnon & Co.,Israel
YVEL,Israel
Zemingo Group,Israel
Zend Technologies,Israel
Zenith Solar,Israel
Zim Integrated Shipping Services,Israel
Zoran Corporation,Israel
104 Films,United Kingdom
Birmingham,United Kingdom
24seven,United Kingdom
London Electricity,United Kingdom
LE Group,United Kingdom
3 Mills Studios,United Kingdom
AAH Pharmaceuticals,United Kingdom
anthracite,United Kingdom
Coventry,United Kingdom
Celesio AG,United Kingdom
Aardman Animations,United Kingdom
Bristol,United Kingdom
Abbey National,United Kingdom
Santander UK,United Kingdom
AbbottVision,United Kingdom
Manchester,United Kingdom
ABC Cinemas,United Kingdom
Abcam,United Kingdom
Abcodia,United Kingdom
Aberdeen Asset Management,United Kingdom
Aberdeen,United Kingdom
Standard Life Aberdeen plc,United Kingdom
Academy Films,United Kingdom
Acteon Group,United Kingdom
Norwich,United Kingdom
Adam and Company,United Kingdom
Edinburgh,United Kingdom
Royal Bank of Scotland,United Kingdom
Adam Equipment,United Kingdom
Adelphi Films,United Kingdom
Affinity Water,United Kingdom
"Hatfield, Hertfordshire",United Kingdom
Veolia Water Central,United Kingdom
Veolia Water Southeast,United Kingdom
Veolia Water East,United Kingdom
AfriMobile,United Kingdom
African Potash,United Kingdom
Air Navigation and Engineering Company,United Kingdom
Addlestone,United Kingdom
Vauxhall Motors,United Kingdom
Allen & Hanburys,United Kingdom
Glaxo Laboratories,United Kingdom
Alliance & Leicester,United Kingdom
Narborough,United Kingdom
Santander UK,United Kingdom
Allied Film Makers,United Kingdom
Allied Stars Ltd,United Kingdom
Amersham plc,United Kingdom
radiopharmaceutical,United Kingdom
nuclear medicine,United Kingdom
Amersham,United Kingdom
General Electric,United Kingdom
GE Healthcare,United Kingdom
Amicus Productions,United Kingdom
Shepperton Studios,United Kingdom
Andrew Knowles and Sons,United Kingdom
Manchester Collieries,United Kingdom
Anglesey Mining,United Kingdom
Anglian Water,United Kingdom
Huntingdon,United Kingdom
Anglian Water Authority,United Kingdom
AWG plc,United Kingdom
Anglian Water Authority,United Kingdom
Anglian Water,United Kingdom
Anglo-Amalgamated,United Kingdom
EMI Films,United Kingdom
Anglo American,United Kingdom
Johannesburg,United Kingdom
Anglo Pacific Group,United Kingdom
AP Films,United Kingdom
Maidenhead,United Kingdom
Century 21 Productions,United Kingdom
Apollo Cinemas,United Kingdom
Arash Motor Company,United Kingdom
Newmarket,United Kingdom
Suffolk,United Kingdom
Archers Film Productions,United Kingdom
Argos,United Kingdom
Milton Keynes,United Kingdom
Sainsbury's,United Kingdom
Aria Films,United Kingdom
Aricom,United Kingdom
Peter Hambro Mining,United Kingdom
Petropavlovsk,United Kingdom
Ariel Motor Company,United Kingdom
Crewkerne,United Kingdom
Somerset,United Kingdom
Armstrong Siddeley,United Kingdom
Coventry,United Kingdom
Armstrong Whitworth,United Kingdom
Siddeley-Deasy,United Kingdom
Hawker Aircraft,United Kingdom
Bristol Aero Engines,United Kingdom
Bristol Siddeley,United Kingdom
Armstrong-CCM Motorcycles,United Kingdom
Bolton,United Kingdom
Clews Competition Motorcycles,United Kingdom
Arrival,United Kingdom
Yarnton,United Kingdom
Oxfordshire,United Kingdom
Arrol-Johnston,United Kingdom
Glasgow,United Kingdom
Aster,United Kingdom
Arrol-Aster,United Kingdom
Arrol-Aster,United Kingdom
Dumfries,United Kingdom
Arrol-Johnston,United Kingdom
Aster,United Kingdom
Ascari Cars,United Kingdom
Banbury,United Kingdom
Associated British Picture Corporation,United Kingdom
British International Pictures,United Kingdom
Associated Motor Cycles,United Kingdom
Matchless,United Kingdom
A. J. Stevens & Co.,United Kingdom
Francis-Barnett,United Kingdom
James Cycle Co,United Kingdom
Norton,United Kingdom
Sunbeam,United Kingdom
Aster Engineering Co. Ltd,United Kingdom
Wembley,United Kingdom
Dumfries,United Kingdom
Arrol-Johnston,United Kingdom
Astley and Bedford Collieries,United Kingdom
"Bedford, Leigh",United Kingdom
Astley and Tyldesley Collieries,United Kingdom
Manchester Collieries,United Kingdom
Aston Martin,United Kingdom
Gaydon,United Kingdom
Astra Films,United Kingdom
Leeds,United Kingdom
AstraZeneca,United Kingdom
biopharmaceutical,United Kingdom
Cambridge,United Kingdom
Astra AB,United Kingdom
Zeneca,United Kingdom
Ausfod Motor Engineering Co Ltd,United Kingdom
Chorlton-on-Medlock,United Kingdom
Aura Films,United Kingdom
Colchester,United Kingdom
Austin-Healey,United Kingdom
British Motor Corporation,United Kingdom
Donald Healey Motor Company,United Kingdom
Austin Motor Company,United Kingdom
Longbridge,United Kingdom
Morris Motors,United Kingdom
British Motor Corporation,United Kingdom
Austin Rover Group,United Kingdom
Longbridge,United Kingdom
British Leyland,United Kingdom
Rover Group,United Kingdom
Auto-Sleepers,United Kingdom
Willersey,United Kingdom
